"CountryCode","SeriesCode","Year","DESCRIPTION",
"IND","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"IRL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"IRL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"IRL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"IRL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"IRL","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRL","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRL","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRL","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"IRL","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"IRL","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"IRN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"IRN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"IRN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"IRN","HD.HCI.STNT","YR2017","Estimates based on data for 2011.",
"IRQ","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"IRQ","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"IRQ","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"IRQ","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"IRQ","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"IRQ","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"IRQ","HD.HCI.HLOS","YR2017","Estimates based on data for 2012 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRQ","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2012 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRQ","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2012 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"IRQ","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"IRQ","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"IRQ","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"IRQ","HD.HCI.STNT","YR2017","Estimates based on data for 2011.",
"IRQ","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2011.",
"IRQ","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2011.",
"ISL","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ISL","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"ISL","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"ISL","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"ISL","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"ISL","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"ISL","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ISL","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ISL","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ISL","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"ISL","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"ISL","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"ISR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ISR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"ISR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"ISR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"ISR","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ISR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ISR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ISR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"ISR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"ISR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"ITA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"ITA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"ITA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"ITA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ITA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ITA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"ITA","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ITA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ITA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"ITA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"ITA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"ITA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"JAM","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"JAM","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"JAM","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JAM","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JAM","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JAM","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"JAM","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"JOR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"JOR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"JOR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"JOR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"JOR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"JOR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"JOR","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JOR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JOR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JOR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"JOR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"JOR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"JOR","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"JOR","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"JOR","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"JPN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"JPN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"JPN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"JPN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"JPN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JPN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JPN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"JPN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"JPN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"JPN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"JPN","HD.HCI.STNT","YR2017","Estimates based on data for 2010.",
"KAZ","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"KAZ","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"KAZ","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"KAZ","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"KAZ","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"KAZ","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"KAZ","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"KAZ","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"KAZ","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"KAZ","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"KAZ","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"KAZ","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"KAZ","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"KAZ","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"KAZ","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"KEN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"KEN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"KEN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"KEN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition.",
"KEN","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"KEN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"KEN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"KEN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"KEN","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"KEN","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
